CallDate;"CallerID"
2012/03/05 00:00:00.000;"15154320460"
2012/03/09 00:00:00.000;"14252410120"
2012/02/24 00:00:00.000;"16063490400"
2012/02/17 00:00:00.000;"14033010950"
2012/03/07 00:00:00.000;"18774060910"
2012/03/11 00:00:00.000;"86991280050"
2012/03/16 00:00:00.000;"86226070230"
2012/03/07 00:00:00.000;"17807670370"
2012/03/06 00:00:00.000;"17154660390"
2012/03/09 00:00:00.000;"13369960930"
2012/02/08 00:00:00.000;"15802460300"
2012/03/06 00:00:00.000;"17186720310"
2012/02/24 00:00:00.000;"12023320370"
2012/02/16 00:00:00.000;"19038540570"
2012/03/05 00:00:00.000;"12708420190"
2012/03/14 00:00:00.000;"12054240150"
2012/02/27 00:00:00.000;"12153240180"
2012/02/23 00:00:00.000;"14039450450"
2012/02/06 00:00:00.000;"15144480100"
2012/03/05 00:00:00.000;"86515880770"
2012/03/05 00:00:00.000;"12707880820"
2012/03/08 00:00:00.000;"15132440010"
2012/03/07 00:00:00.000;"17135440130"
2012/03/16 00:00:00.000;"19524310170"
2012/03/13 00:00:00.000;"15633320350"
2012/03/01 00:00:00.000;"12052530090"
2012/03/08 00:00:00.000;"12693450760"
2012/03/02 00:00:00.000;"12153310130"
2012/02/27 00:00:00.000;"19704530600"
2012/03/06 00:00:00.000;"18436880290"
2012/02/17 00:00:00.000;"14257460810"
2012/03/09 00:00:00.000;"13163050080"
2012/03/16 00:00:00.000;"12019360780"
2012/03/07 00:00:00.000;"12409790180"
2012/03/06 00:00:00.000;"17242430180"
2012/03/13 00:00:00.000;"12484200170"
2012/03/08 00:00:00.000;"15173720340"
2012/02/29 00:00:00.000;"18608490500"
2012/02/22 00:00:00.000;"12199850910"
2012/03/06 00:00:00.000;"19405800400"
2012/02/23 00:00:00.000;"18477290030"
2012/03/08 00:00:00.000;"17156410160"
2012/03/14 00:00:00.000;"19737620290"
2012/03/01 00:00:00.000;"18478180020"
2012/03/08 00:00:00.000;"18438730020"
2012/02/23 00:00:00.000;"18036480150"
2012/02/14 00:00:00.000;"12708260380"
2012/03/13 00:00:00.000;"12538020960"
2012/02/27 00:00:00.000;"15203260020"
2012/03/03 00:00:00.000;"14095490680"
2012/02/20 00:00:00.000;"18284790690"
2012/03/09 00:00:00.000;"16099240380"
2012/01/30 00:00:00.000;"15732530070"
2012/02/29 00:00:00.000;"19415040950"
2012/02/24 00:00:00.000;"14144830450"
2012/03/13 00:00:00.000;"18322140920"
2012/03/16 00:00:00.000;"18567820660"
2012/02/22 00:00:00.000;"17276450990"
2012/03/09 00:00:00.000;"18483910700"
2012/02/13 00:00:00.000;"13036690060"
2012/02/14 00:00:00.000;"12293820200"
2012/03/08 00:00:00.000;"15029950380"
2012/03/08 00:00:00.000;"19496510060"
2012/03/05 00:00:00.000;"12707540660"
2012/03/16 00:00:00.000;"17027850560"
2012/03/02 00:00:00.000;"13239340620"
2012/03/16 00:00:00.000;"16063650950"
2012/03/08 00:00:00.000;"12703340390"
2012/03/08 00:00:00.000;"18436760860"
2012/02/20 00:00:00.000;"19108750320"
2012/03/06 00:00:00.000;"14232530890"
2012/02/16 00:00:00.000;"15035840670"
2012/03/07 00:00:00.000;"15158260460"
2012/03/13 00:00:00.000;"12815980720"
2012/03/05 00:00:00.000;"14236240980"
2012/03/06 00:00:00.000;"19413220980"
2012/03/05 00:00:00.000;"15086550050"
2012/02/17 00:00:00.000;"19099080050"
2012/03/06 00:00:00.000;"17173690410"
2012/03/08 00:00:00.000;"16018330070"
2012/03/03 00:00:00.000;"18169210770"
2012/02/15 00:00:00.000;"17188370900"
2012/03/09 00:00:00.000;"17606170840"
2012/03/01 00:00:00.000;"12106580870"
2012/03/06 00:00:00.000;"18437520760"
2012/03/13 00:00:00.000;"15625310510"
2012/03/07 00:00:00.000;"12158680620"
2012/03/05 00:00:00.000;"17175810580"
2012/03/15 00:00:00.000;"15183560950"
2012/03/05 00:00:00.000;"15022280280"
2012/03/09 00:00:00.000;"16822030840"
2012/03/09 00:00:00.000;"13044280090"
2012/03/12 00:00:00.000;"13132210640"
2012/03/03 00:00:00.000;"17737680920"
2012/02/17 00:00:00.000;"12152280760"
2012/02/21 00:00:00.000;"15804720390"
2012/03/12 00:00:00.000;"15139610030"
2012/03/13 00:00:00.000;"86108330410"
2012/03/12 00:00:00.000;"19544270700"
2012/03/07 00:00:00.000;"15037600540"
2012/03/13 00:00:00.000;"19026340850"
2012/03/08 00:00:00.000;"18129850060"
2012/03/08 00:00:00.000;"12154230980"
2012/02/16 00:00:00.000;"15864120970"
2012/02/28 00:00:00.000;"14344890480"
2012/03/13 00:00:00.000;"16158530740"
2012/03/15 00:00:00.000;"13367860580"
2012/03/13 00:00:00.000;"15868380380"
2012/03/08 00:00:00.000;"13132920060"
2012/03/09 00:00:00.000;"16623630230"
2012/02/17 00:00:00.000;"17864740010"
2012/01/31 00:00:00.000;"13035210290"
2012/03/05 00:00:00.000;"15128970700"
2012/03/07 00:00:00.000;"18436090900"
2012/03/09 00:00:00.000;"18564340800"
2012/02/21 00:00:00.000;"17573570200"
2012/03/10 00:00:00.000;"86755250610"
2012/03/02 00:00:00.000;"17817240970"
2012/03/07 00:00:00.000;"12106220850"
2012/03/05 00:00:00.000;"18189160210"
2012/03/07 00:00:00.000;"13373670110"
2012/03/13 00:00:00.000;"17815850170"
2012/03/08 00:00:00.000;"17243240190"
2012/03/14 00:00:00.000;"19855940900"
2012/02/27 00:00:00.000;"18179010950"
2012/03/08 00:00:00.000;"16233360960"
2012/03/15 00:00:00.000;"14786210460"
2012/03/14 00:00:00.000;"14107720270"
2012/03/09 00:00:00.000;"18645470060"
2012/03/07 00:00:00.000;"19702030240"
2012/03/09 00:00:00.000;"16514620990"
2012/02/29 00:00:00.000;"13527450130"
2012/03/05 00:00:00.000;"14143210270"
2012/03/05 00:00:00.000;"14142280850"
2012/03/15 00:00:00.000;"16087520390"
2012/03/09 00:00:00.000;"14434670230"
2012/03/03 00:00:00.000;"12705420890"
2012/03/05 00:00:00.000;"17032500000"
2012/03/09 00:00:00.000;"12702390230"
2012/03/07 00:00:00.000;"86832820220"
2012/03/02 00:00:00.000;"13237530370"
2012/03/15 00:00:00.000;"13073220350"
2012/03/15 00:00:00.000;"13189690530"
2012/03/05 00:00:00.000;"15153860590"
2012/03/12 00:00:00.000;"17732830750"
2012/03/09 00:00:00.000;"18652330060"
2012/02/18 00:00:00.000;"18034670090"
2012/03/05 00:00:00.000;"18435720420"
2012/03/02 00:00:00.000;"19373390780"
2012/03/15 00:00:00.000;"86258390700"
2012/03/10 00:00:00.000;"16104610490"
2012/02/24 00:00:00.000;"17174920380"
2012/03/01 00:00:00.000;"15024590270"
2012/03/09 00:00:00.000;"12149950480"
2012/03/10 00:00:00.000;"19734160510"
2012/02/15 00:00:00.000;"16094600340"
2012/02/27 00:00:00.000;"12198810190"
2012/02/21 00:00:00.000;"18014660360"
2012/02/27 00:00:00.000;"13019970890"
2012/03/09 00:00:00.000;"12138670610"
2012/03/15 00:00:00.000;"12153810890"
2012/03/15 00:00:00.000;"86731840900"
2012/03/12 00:00:00.000;"13179310970"
2012/03/05 00:00:00.000;"17033910020"
2012/02/27 00:00:00.000;"18044370860"
2012/02/23 00:00:00.000;"14806990240"
2012/03/02 00:00:00.000;"18123030240"
2012/03/08 00:00:00.000;"18178340140"
2012/03/13 00:00:00.000;"18188960190"
2012/03/14 00:00:00.000;"13104210490"
2012/03/05 00:00:00.000;"17706030250"
2012/03/09 00:00:00.000;"17177550380"
2012/02/23 00:00:00.000;"14408710580"
2012/03/05 00:00:00.000;"14234930060"
2012/03/06 00:00:00.000;"15185960060"
2012/03/13 00:00:00.000;"86255180900"
2012/03/01 00:00:00.000;"15026340960"
2012/03/03 00:00:00.000;"86798260650"
2012/03/13 00:00:00.000;"17022290180"
2012/03/07 00:00:00.000;"15708360020"
2012/03/15 00:00:00.000;"17088490510"
2012/03/14 00:00:00.000;"17739600010"
2012/03/13 00:00:00.000;"16303950320"
2012/03/06 00:00:00.000;"13149850520"
2012/02/22 00:00:00.000;"17047130050"
2012/03/07 00:00:00.000;"13032840560"
2012/03/01 00:00:00.000;"12074720990"
2012/02/27 00:00:00.000;"17608840530"
2012/03/02 00:00:00.000;"12184730280"
2012/02/22 00:00:00.000;"17804760230"
2012/03/09 00:00:00.000;"12107820860"
2012/03/08 00:00:00.000;"12564520760"
2012/02/13 00:00:00.000;"17732920230"
2012/03/14 00:00:00.000;"18654500190"
2012/03/07 00:00:00.000;"16165750080"
2012/03/12 00:00:00.000;"12012220030"
2012/03/05 00:00:00.000;"15029680960"
2012/03/12 00:00:00.000;"17022340670"
2012/03/08 00:00:00.000;"12318300770"
2012/03/01 00:00:00.000;"17576100280"
2012/03/08 00:00:00.000;"16199380840"
2012/03/08 00:00:00.000;"18772850630"
2012/03/05 00:00:00.000;"86416230130"
2012/02/17 00:00:00.000;"18153630370"
2012/03/09 00:00:00.000;"12514560700"
2012/03/06 00:00:00.000;"16312890620"
2012/03/16 00:00:00.000;"13044380370"
2012/02/02 00:00:00.000;"17807600620"
2012/02/29 00:00:00.000;"16364410810"
2012/03/08 00:00:00.000;"12547680330"
2012/02/26 00:00:00.000;"14242230110"
2012/03/03 00:00:00.000;"19095990370"
2012/03/15 00:00:00.000;"18012800460"
2012/02/15 00:00:00.000;"16512120980"
2012/02/13 00:00:00.000;"19043520110"
2012/02/15 00:00:00.000;"V0111b10240"
2012/02/28 00:00:00.000;"13307880300"
2012/03/03 00:00:00.000;"86319880840"
2012/03/02 00:00:00.000;"13206850650"
2012/03/09 00:00:00.000;"13023490590"
2012/03/08 00:00:00.000;"19192310710"
2012/03/07 00:00:00.000;"17127790200"
2012/02/17 00:00:00.000;"15044670730"
2012/03/08 00:00:00.000;"19018250590"
2012/02/18 00:00:00.000;"17172580680"
2012/03/14 00:00:00.000;"13367220790"
2012/03/09 00:00:00.000;"15174830050"
2012/03/07 00:00:00.000;"12064290160"
2012/03/09 00:00:00.000;"12157250350"
2012/03/06 00:00:00.000;"16622230380"
2012/02/27 00:00:00.000;"12109540370"
2012/03/01 00:00:00.000;"13193770390"
2012/03/08 00:00:00.000;"18014660230"
2012/03/08 00:00:00.000;"15732390510"
2012/03/15 00:00:00.000;"14014670690"
2012/02/20 00:00:00.000;"15136190460"
2012/03/08 00:00:00.000;"18435370180"
2012/03/15 00:00:00.000;"19722340  0"
2012/03/07 00:00:00.000;"19785310010"
2012/02/16 00:00:00.000;"46737340060"
2012/02/24 00:00:00.000;"14033430710"
2012/03/07 00:00:00.000;"17407540610"
2012/03/09 00:00:00.000;"15152660510"
2012/02/21 00:00:00.000;"12144840170"
2012/03/09 00:00:00.000;"19895720970"
2012/02/23 00:00:00.000;"13012620420"
2012/03/05 00:00:00.000;"16129200650"
2012/03/08 00:00:00.000;"12156130400"
2012/03/05 00:00:00.000;"12153650750"
2012/03/07 00:00:00.000;"14809630370"
2012/03/09 00:00:00.000;"17738730430"
2012/03/01 00:00:00.000;"17077200920"
2012/03/08 00:00:00.000;"86799660100"
2012/03/07 00:00:00.000;"15025380830"
2012/03/05 00:00:00.000;"12626520420"
2012/02/18 00:00:00.000;"12014360820"
2012/03/05 00:00:00.000;"18063670540"
2012/03/08 00:00:00.000;"16614680760"
2012/02/20 00:00:00.000;"V1AuthF0il0"
2012/03/07 00:00:00.000;"16195930130"
2012/03/14 00:00:00.000;"86883320050"
2012/02/21 00:00:00.000;"19145760420"
2012/03/08 00:00:00.000;"18704490940"
2012/03/08 00:00:00.000;"12548930780"
2012/03/02 00:00:00.000;"12529390320"
2012/03/07 00:00:00.000;"86793820930"
2012/02/13 00:00:00.000;"19735460260"
2012/03/10 00:00:00.000;"19053530320"
2012/03/01 00:00:00.000;"17706520930"
2012/03/15 00:00:00.000;"15802950500"
2012/02/19 00:00:00.000;"86106420620"
2012/03/01 00:00:00.000;"12106230350"
2012/03/09 00:00:00.000;"12283880340"
2012/03/13 00:00:00.000;"16106540950"
2012/03/07 00:00:00.000;"12103880150"
2012/03/09 00:00:00.000;"12103430290"
2012/03/13 00:00:00.000;"12054380000"
2012/02/23 00:00:00.000;"14092270180"
2012/03/08 00:00:00.000;"18646120110"
2012/03/08 00:00:00.000;"19194940690"
2012/02/13 00:00:00.000;"14135320150"
2012/02/16 00:00:00.000;"86108170690"
2012/03/16 00:00:00.000;"86883210010"
2012/02/24 00:00:00.000;"12075400010"
2012/03/02 00:00:00.000;"16152280760"
2012/03/13 00:00:00.000;"19169250440"
2012/03/05 00:00:00.000;"18434230870"
2012/02/15 00:00:00.000;"19372780190"
2012/02/13 00:00:00.000;"17046350640"
2012/03/14 00:00:00.000;"12519370470"
2012/03/15 00:00:00.000;"12154640700"
2012/03/06 00:00:00.000;"12623460420"
2012/03/05 00:00:00.000;"15024250280"
2012/03/12 00:00:00.000;"16142030910"
2012/03/07 00:00:00.000;"14436920850"
2012/03/16 00:00:00.000;"16102580170"
2012/03/07 00:00:00.000;"12174400330"
2012/01/28 00:00:00.000;"18016880150"
2012/02/23 00:00:00.000;"17073740650"
2012/03/08 00:00:00.000;"18043210470"
2012/03/09 00:00:00.000;"16063040300"
2012/02/20 00:00:00.000;"14149490130"
2012/02/14 00:00:00.000;"17737850420"
2012/03/06 00:00:00.000;"19516960120"
2012/02/22 00:00:00.000;"18432540230"
2012/03/07 00:00:00.000;"15097270380"
2012/03/07 00:00:00.000;"13194840410"
2012/03/12 00:00:00.000;"15672070080"
2012/03/12 00:00:00.000;"15804820510"
2012/03/16 00:00:00.000;"16172940650"
2012/03/02 00:00:00.000;"12188790130"
2012/02/19 00:00:00.000;"86351460610"
2012/02/27 00:00:00.000;"19193390920"
2012/03/08 00:00:00.000;"13044220490"
2012/02/25 00:00:00.000;"17242390030"
2012/03/16 00:00:00.000;"13049460020"
2012/03/07 00:00:00.000;"16195460510"
2012/03/14 00:00:00.000;"12018640370"
2012/02/14 00:00:00.000;"12672500550"
2012/02/15 00:00:00.000;"13017390610"
2012/02/22 00:00:00.000;"16147540350"
2012/03/16 00:00:00.000;"17248640750"
2012/03/02 00:00:00.000;"16019390620"
2012/03/16 00:00:00.000;"17572240920"
2012/02/27 00:00:00.000;"12092300340"
2012/03/08 00:00:00.000;"12709940010"
2012/03/12 00:00:00.000;"16123550820"
2012/02/15 00:00:00.000;"17028180560"
2012/02/27 00:00:00.000;"16262170540"
2012/03/12 00:00:00.000;"13302530390"
2012/03/09 00:00:00.000;"13027980080"
2012/03/07 00:00:00.000;"17043380480"
2012/03/06 00:00:00.000;"12544660020"
2012/02/13 00:00:00.000;"13049340260"
2012/03/06 00:00:00.000;"18774230140"
2012/03/12 00:00:00.000;"17349750390"
2012/03/16 00:00:00.000;"13347170590"
2012/03/05 00:00:00.000;"17152630480"
2012/03/06 00:00:00.000;"18439030410"
2012/03/07 00:00:00.000;"17858630080"
2012/02/29 00:00:00.000;"19075520920"
2012/02/16 00:00:00.000;"19732260330"
2012/02/15 00:00:00.000;"16105340890"
2012/03/10 00:00:00.000;"16614660200"
2012/02/24 00:00:00.000;"19107390730"
2012/03/02 00:00:00.000;"13108590230"
2012/03/14 00:00:00.000;"14103830210"
2012/03/05 00:00:00.000;"12702740980"
2012/03/08 00:00:00.000;"15132450910"
2012/02/22 00:00:00.000;"17244680640"
2012/03/06 00:00:00.000;"15037280990"
2012/02/20 00:00:00.000;"15044360410"
2012/03/09 00:00:00.000;"19086620470"
2012/02/14 00:00:00.000;"17172440170"
2012/02/16 00:00:00.000;"15708290200"
2012/03/07 00:00:00.000;"17324330990"
2012/02/23 00:00:00.000;"19736690830"
2012/02/27 00:00:00.000;"17184540680"
2012/02/14 00:00:00.000;"17247630620"
2012/03/08 00:00:00.000;"12059150300"
2012/03/12 00:00:00.000;"17732840840"
2012/02/20 00:00:00.000;"17068160320"
2012/02/24 00:00:00.000;"13033330020"
2012/02/15 00:00:00.000;"16204730770"
2012/03/13 00:00:00.000;"17609400370"
2012/03/11 00:00:00.000;"12077720990"
2012/01/28 00:00:00.000;"14802280260"
2012/02/22 00:00:00.000;"12394650800"
2012/03/08 00:00:00.000;"16105860020"
2012/03/05 00:00:00.000;"15743010610"
2012/03/08 00:00:00.000;"13047270160"
2012/03/14 00:00:00.000;"86797250590"
2012/02/22 00:00:00.000;"10000010900"
2012/03/05 00:00:00.000;"14233390710"
2012/02/21 00:00:00.000;"13124940340"
2012/03/08 00:00:00.000;"17735670170"
2012/03/02 00:00:00.000;"12062490240"
2012/02/27 00:00:00.000;"19507770530"
2012/02/27 00:00:00.000;"19104250880"
2012/02/17 00:00:00.000;"17804550590"
2012/02/20 00:00:00.000;"16172320690"
2012/03/11 00:00:00.000;"86593700170"
2012/03/13 00:00:00.000;"15024510800"
2012/03/07 00:00:00.000;"16192160580"
2012/03/06 00:00:00.000;"17805240210"
2012/02/25 00:00:00.000;"17245920410"
2012/02/13 00:00:00.000;"13375370050"
2012/03/05 00:00:00.000;"17024000460"
2012/03/14 00:00:00.000;"16193350260"
2012/02/29 00:00:00.000;"11460030150"
2012/03/05 00:00:00.000;"14128850780"
2012/03/07 00:00:00.000;"14016490180"
2012/03/02 00:00:00.000;"13014390870"
2012/02/24 00:00:00.000;"12486810510"
2012/03/05 00:00:00.000;"12629660710"
2012/02/23 00:00:00.000;"15704200560"
2012/02/16 00:00:00.000;"12154730240"
2012/02/14 00:00:00.000;"19046570210"
2012/03/07 00:00:00.000;"18433880630"
2012/03/15 00:00:00.000;"12165830010"
2012/03/08 00:00:00.000;"12692140040"
2012/03/08 00:00:00.000;"16825180380"
2012/03/05 00:00:00.000;"16627560670"
2012/02/20 00:00:00.000;"19108650270"
2012/03/08 00:00:00.000;"14198330070"
2012/02/16 00:00:00.000;"16785420100"
2012/02/14 00:00:00.000;"12673060420"
2012/03/08 00:00:00.000;"14164940800"
2012/02/22 00:00:00.000;"16303780380"
2012/02/17 00:00:00.000;"17173490620"
2012/02/21 00:00:00.000;"17803850180"
2012/03/02 00:00:00.000;"19372780090"
2012/02/22 00:00:00.000;"12173920230"
2012/02/20 00:00:00.000;"14789820170"
2012/03/08 00:00:00.000;"17022650310"
2012/02/22 00:00:00.000;"13362730040"
2012/02/28 00:00:00.000;"15703530320"
2012/03/12 00:00:00.000;"17088620670"
2012/03/07 00:00:00.000;"14087890640"
2012/03/09 00:00:00.000;"14234790880"
2012/03/09 00:00:00.000;"14145520440"
2012/03/07 00:00:00.000;"12157450910"
2012/03/12 00:00:00.000;"19164590620"
2012/03/05 00:00:00.000;"12707800720"
2012/02/23 00:00:00.000;"18503320800"
2012/03/08 00:00:00.000;"17154220870"
2012/03/12 00:00:00.000;"13144890320"
2012/03/02 00:00:00.000;"12705270290"
2012/02/23 00:00:00.000;"17154720670"
2012/03/05 00:00:00.000;"12706840070"
2012/03/07 00:00:00.000;"18649630480"
2012/03/09 00:00:00.000;"18006780870"
2012/03/09 00:00:00.000;"13193720490"
2012/03/08 00:00:00.000;"18438990900"
2012/03/14 00:00:00.000;"13178940260"
2012/03/14 00:00:00.000;"17275150740"
2012/03/12 00:00:00.000;"16782370890"
2012/03/09 00:00:00.000;"13257950780"
2012/02/20 00:00:00.000;"14124290610"
2012/03/09 00:00:00.000;"86596580520"
2012/03/09 00:00:00.000;"16104660950"
2012/03/02 00:00:00.000;"17037570100"
2012/03/09 00:00:00.000;"17048570460"
2012/03/05 00:00:00.000;"12294020380"
2012/03/07 00:00:00.000;"13077630460"
2012/03/09 00:00:00.000;"13049370420"
2012/03/07 00:00:00.000;"16174420630"
2012/03/08 00:00:00.000;"15132440860"
2012/03/06 00:00:00.000;"19852010410"
2012/03/05 00:00:00.000;"13363200090"
2012/03/13 00:00:00.000;"86898650960"
2012/02/20 00:00:00.000;"14072970800"
2012/02/14 00:00:00.000;"16109880190"
2012/03/12 00:00:00.000;"17819790460"
2012/02/14 00:00:00.000;"15853340470"
2012/03/07 00:00:00.000;"19782820590"
2012/03/08 00:00:00.000;"17816430440"
2012/02/28 00:00:00.000;"15732480930"
2012/03/10 00:00:00.000;"13137330640"
2012/02/23 00:00:00.000;"12702860030"
2012/02/16 00:00:00.000;"12157430670"
2012/03/07 00:00:00.000;"17402550570"
2012/02/20 00:00:00.000;"13015180290"
2012/03/08 00:00:00.000;"12153010680"
2012/03/09 00:00:00.000;"17312870980"
2012/03/15 00:00:00.000;"15054290520"
2012/03/09 00:00:00.000;"12626530380"
2012/03/12 00:00:00.000;"18479050870"
2012/03/07 00:00:00.000;"19494930580"
2012/02/18 00:00:00.000;"17084840370"
2012/03/09 00:00:00.000;"16267920990"
2012/02/15 00:00:00.000;"15073630440"
2012/03/02 00:00:00.000;"14844800990"
2012/02/20 00:00:00.000;"18283970190"
2012/02/16 00:00:00.000;"10000020090"
2012/03/16 00:00:00.000;"16182180170"
2012/03/02 00:00:00.000;"16419850300"
2012/03/02 00:00:00.000;"19103390050"
2012/03/13 00:00:00.000;"12152230230"
2012/03/05 00:00:00.000;"16625340320"
2012/02/23 00:00:00.000;"19562410760"
2012/02/20 00:00:00.000;"12318540890"
2012/02/14 00:00:00.000;"17407420040"
2012/03/16 00:00:00.000;"15088640390"
2012/03/04 00:00:00.000;"86798680330"
2012/03/13 00:00:00.000;"12152230340"
2012/03/06 00:00:00.000;"12548130620"
2012/03/13 00:00:00.000;"17733310790"
2012/03/05 00:00:00.000;"16155910320"
2012/03/05 00:00:00.000;"14257750340"
2012/03/14 00:00:00.000;"16267910880"
2012/02/14 00:00:00.000;"12526950000"
2012/03/09 00:00:00.000;"14104330260"
2012/03/09 00:00:00.000;"18435210070"
2012/03/05 00:00:00.000;"12568780550"
2012/02/14 00:00:00.000;"15086380790"
2012/03/09 00:00:00.000;"16147250510"
2012/03/05 00:00:00.000;"15028930890"
2012/03/12 00:00:00.000;"12146050630"
2012/03/09 00:00:00.000;"13024270990"
2012/02/29 00:00:00.000;"12157280880"
2012/02/17 00:00:00.000;"17808910050"
2012/03/03 00:00:00.000;"12024500970"
2012/03/01 00:00:00.000;"19043830690"
2012/03/16 00:00:00.000;"15097580940"
2012/02/13 00:00:00.000;"18437610860"
2012/02/29 00:00:00.000;"16466260070"
2012/03/09 00:00:00.000;"19074740400"
2012/03/12 00:00:00.000;"86571860670"
2012/02/18 00:00:00.000;"17404320660"
2012/02/15 00:00:00.000;"17067310180"
2012/03/07 00:00:00.000;"14152400360"
2012/03/08 00:00:00.000;"17734760330"
2012/03/09 00:00:00.000;"14108580020"
2012/03/06 00:00:00.000;"13152710260"
2012/03/07 00:00:00.000;"17186780410"
2012/03/02 00:00:00.000;"17738400540"
2012/03/01 00:00:00.000;"14797840650"
2012/03/08 00:00:00.000;"17408920390"
2012/03/02 00:00:00.000;"12296490620"
2012/03/08 00:00:00.000;"14134450810"
2012/02/22 00:00:00.000;"12704690390"
2012/02/29 00:00:00.000;"15733330760"
2012/02/22 00:00:00.000;"17027500880"
2012/03/03 00:00:00.000;"15084550900"
2012/02/23 00:00:00.000;"18047320820"
2012/03/07 00:00:00.000;"17242770350"
2012/02/22 00:00:00.000;"13367980370"
2012/03/09 00:00:00.000;"16789920140"
2012/02/14 00:00:00.000;"14074850350"
2012/02/15 00:00:00.000;"14439690620"
2012/03/08 00:00:00.000;"18013900050"
2012/03/08 00:00:00.000;"17245140030"
2012/03/07 00:00:00.000;"12489790450"
2012/02/27 00:00:00.000;"12168620790"
2012/03/02 00:00:00.000;"13103910450"
2012/02/21 00:00:00.000;"14233070390"
2012/03/08 00:00:00.000;"12489600360"
2012/03/01 00:00:00.000;"18044690470"
2012/02/23 00:00:00.000;"12194640290"
2012/03/07 00:00:00.000;"18059250980"
2012/03/08 00:00:00.000;"12814310780"
2012/03/05 00:00:00.000;"13193780890"
2012/03/09 00:00:00.000;"18562080720"
2012/03/16 00:00:00.000;"16147510960"
2012/03/09 00:00:00.000;"17733420570"
2012/01/26 00:00:00.000;"16192380170"
2012/03/08 00:00:00.000;"15024470750"
2012/03/16 00:00:00.000;"16232560780"
2012/03/12 00:00:00.000;"19374800350"
2012/02/22 00:00:00.000;"18474640930"
